isoform	compound_inchikey	label	strict_external	evidence_category	assay_level_verification	explicit_table2_indirect_role_match	steroid_topology_negative_sensitivity_flag	names	sources	source_locators
CYP1A2	ADHYBIYGSXQYDM-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	adrenochrome_o_semiquinone	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1284, ""source"": ""Holmer"", ""name"": ""adrenochrome_o_semiquinone""}]"
CYP1A2	ADJNQGJVAJRCCO-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	(all_e)_1_8_10_heptadecatriene_4_6_diyne_3_12_diol	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 947, ""source"": ""Holmer"", ""name"": ""(all_e)_1_8_10_heptadecatriene_4_6_diyne_3_12_diol""}]"
CYP1A2	ADSALMJPJUKESW-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	(s)_2_pyrrolidineacetic_acid	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 962, ""source"": ""Holmer"", ""name"": ""(s)_2_pyrrolidineacetic_acid""}]"
CYP1A2	AELCINSCMGFISI-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	tranylcypromine	DrugBank	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 581, ""source"": ""DrugBank"", ""name"": ""tranylcypromine""}]"
CYP1A2	AEMFNILZOJDQLW-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	True	androstenedione	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 710, ""source"": ""Yamashita"", ""name"": ""androstenedione""}]"
CYP1A2	AEMOLEFTQBMNLQ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	beta_d_galactopyranuronic_acid	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1336, ""source"": ""Holmer"", ""name"": ""beta_d_galactopyranuronic_acid""}]"
CYP1A2	AFBDSAJOMZYQAI-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	aprepitant_m1	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1309, ""source"": ""Holmer"", ""name"": ""aprepitant_m1""}]"
CYP1A2	AFLNGLSTOJPKJJ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	medicagenic_acid_beta_maltoside	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1691, ""source"": ""Holmer"", ""name"": ""medicagenic_acid_beta_maltoside""}]"
CYP1A2	AFZCVSRIUXFFJO-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	(16s)_16_hydroxy_13_16_secotrachyloba_13_ene_3_one	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 65, ""source"": ""Holmer"", ""name"": ""(16s)_16_hydroxy_13_16_secotrachyloba_13_ene_3_one""}]"
CYP1A2	AFZHQMQGUKDWSJ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	helianyl_octanate	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1586, ""source"": ""Holmer"", ""name"": ""helianyl_octanate""}]"
CYP1A2	AGABNGOXUSXQDD-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	decursinol_angelate	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1447, ""source"": ""Holmer"", ""name"": ""decursinol_angelate""}]"
CYP1A2	AGGQBLQYYGOWKY-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	dehydrodemissine	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1449, ""source"": ""Holmer"", ""name"": ""dehydrodemissine""}]"
CYP1A2	AGHANLSBXUWXTB-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	tienilic_acid	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1924, ""source"": ""Holmer"", ""name"": ""tienilic_acid""}]"
CYP1A2	AGLXDWOTVQZHIQ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	6-hydroxychlorzoxazone	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 537, ""source"": ""Yamashita"", ""name"": ""6-hydroxychlorzoxazone""}]"
CYP1A2	AGNAZKCPHGYYKE-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	15alpha_acetoxy_3alpha_hydroxy_23_oxo_5alpha_lanosta_7_9(11)_24_trien_26_oic_acid	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 995, ""source"": ""Holmer"", ""name"": ""15alpha_acetoxy_3alpha_hydroxy_23_oxo_5alpha_lanosta_7_9(11)_24_trien_26_oic_acid""}]"
CYP1A2	AGNUIQKIUPCFET-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	zinc1584045	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1989, ""source"": ""Holmer"", ""name"": ""zinc1584045""}]"
CYP1A2	AGOYDEPGAOXOCK-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	clarithromycin	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1410, ""source"": ""Yamashita"", ""name"": ""clarithromycin""}]"
CYP1A2	AGSLYHYWLYGAOU-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	n-desmethyldiphenhydramine	DrugBank	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 13, ""source"": ""DrugBank"", ""name"": ""N-Desmethyldiphenhydramine""}]"
CYP1A2	AGXLQRPCBKYRSR-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	beta_arteether	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 173, ""source"": ""Holmer"", ""name"": ""beta_arteether""}]"
CYP1A2	AHEWVDSAOCOLCK-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	(2s_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl_(4ar_5r_6as_6br_10s_12ar_12br)_10_{_(2s_3r_4s_5s)_4_{_(2s_3r_4s_5r_6r)_3_5_dihydroxy_6_(hydroxymethyl)_4_{_(2s_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl_oxy}oxan_2_yl_oxy}_3_5_dihydroxyoxan_2_yl_oxy}_5_hydroxy_2_2_6a_6b_9_9_12a_heptamethyl_1_2_3_4_4a_5_6_6a_6b_7_8_8a_9_10_11_12_12a_12b_13_14b_icosahydropicene_4a_carboxylate	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 903, ""source"": ""Holmer"", ""name"": ""(2s_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl_(4ar_5r_6as_6br_10s_12ar_12br)_10_{_(2s_3r_4s_5s)_4_{_(2s_3r_4s_5r_6r)_3_5_dihydroxy_6_(hydroxymethyl)_4_{_(2s_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl_oxy}oxan_2_yl_oxy}_3_5_dihydroxyoxan_2_yl_oxy}_5_hydroxy_2_2_6a_6b_9_9_12a_heptamethyl_1_2_3_4_4a_5_6_6a_6b_7_8_8a_9_10_11_12_12a_12b_13_14b_icosahydropicene_4a_carboxylate""}]"
CYP1A2	AHKHKMDMRHPLNJ-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	bmamc	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 329, ""source"": ""Holmer"", ""name"": ""bmamc""}]"
CYP1A2	AHLPHDHHMVZTML-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ornithine	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1787, ""source"": ""Holmer"", ""name"": ""ornithine""}]"
CYP1A2	AHOUBRCZNHFOSL-UHFFFAOYSA-N	1	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	paroxetine	DrugBank	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 105, ""source"": ""DrugBank"", ""name"": ""Paroxetine""}]"
CYP1A2	AIFRHYZBTHREPW-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	norharman	CYP Knowledgebase	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 63, ""source"": ""CYP Knowledgebase"", ""name"": ""NORHARMAN""}]"
CYP1A2	AIILTVHCLAEMDA-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	s_methyl_propanethioate	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 311, ""source"": ""Holmer"", ""name"": ""s_methyl_propanethioate""}]"
CYP1A2	AIJTTZAVMXIJGM-UHFFFAOYSA-N	1	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	grepafloxacin	DrugBank	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 181, ""source"": ""DrugBank"", ""name"": ""Grepafloxacin""}]"
CYP1A2	AIJULSRZWUXGPQ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	pyruvaldehyde	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1828, ""source"": ""Holmer"", ""name"": ""pyruvaldehyde""}]"
CYP1A2	AINNVCLTLJOODL-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	_(tetrahydro_6alpha_ethenyl_2_2_6_trimethyl_2h_pyran)_3alpha_yl_6_o_d_apio_beta_d_furanosyl_beta_d_glucopyranoside	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 147, ""source"": ""Holmer"", ""name"": ""_(tetrahydro_6alpha_ethenyl_2_2_6_trimethyl_2h_pyran)_3alpha_yl_6_o_d_apio_beta_d_furanosyl_beta_d_glucopyranoside""}]"
CYP1A2	AIONOLUJZLIMTK-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	hesperetin	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 387, ""source"": ""Yamashita"", ""name"": ""hesperetin""}]"
CYP1A2	AJRJPORIQGYFMT-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	2-ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 675, ""source"": ""Yamashita"", ""name"": ""2-ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine""}]"
CYP1A2	AJYLEJBHVLQJTI-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	_(2s_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl__(1s_3s_4s_6s_7s_11s_12s_14s_15r_16r)_4_6_14_trihydroxy_15__(2r_5s)_5_hydroxy_5_(hydroxymethyl)_6_methylheptan_2_yl__7_12_16_trimethylpentacyclo_9.7.0.01_3.03_8.012_16_octadecane_7_carboxylate	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1241, ""source"": ""Holmer"", ""name"": ""_(2s_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl__(1s_3s_4s_6s_7s_11s_12s_14s_15r_16r)_4_6_14_trihydroxy_15__(2r_5s)_5_hydroxy_5_(hydroxymethyl)_6_methylheptan_2_yl__7_12_16_trimethylpentacyclo_9.7.0.01_3.03_8.012_16_octadecane_7_carboxylate""}]"
CYP1A2	AKDLSISGGARWFP-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	homodihydrocapsaicin	DrugBank	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1595, ""source"": ""DrugBank"", ""name"": ""homodihydrocapsaicin""}]"
CYP1A2	AKVBCGQVQXPRLD-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	(2s)_2_azaniumyloctanoate	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 78, ""source"": ""Holmer"", ""name"": ""(2s)_2_azaniumyloctanoate""}]"
CYP1A2	ALARQZQTBTVLJV-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	mephobarbital	DrugBank	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 265, ""source"": ""DrugBank"", ""name"": ""mephobarbital""}]"
CYP1A2	ALFGKMXHOUSVAD-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ketobemidone	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1634, ""source"": ""Yamashita"", ""name"": ""ketobemidone""}]"
CYP1A2	ALLWOAVDORUJLA-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	rebamipide	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1838, ""source"": ""Yamashita"", ""name"": ""rebamipide""}]"
CYP1A2	ALMJXWPCHVBUTP-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	True	chinenoside_ii	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1382, ""source"": ""Holmer"", ""name"": ""chinenoside_ii""}]"
CYP1A2	ALOBUEHUHMBRLE-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	ibutilide	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 779, ""source"": ""Yamashita"", ""name"": ""ibutilide""}]"
CYP1A2	ALRLPDGCPYIVHP-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	1_nitropyrene	Siyang_Tian	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 4, ""source"": ""Siyang_Tian"", ""name"": ""1_nitropyrene""}]"
CYP1A2	ALTAAUJNHYWOGS-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	trans_4_hydroxycyclohexylacetic_acid	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 332, ""source"": ""Holmer"", ""name"": ""trans_4_hydroxycyclohexylacetic_acid""}]"
CYP1A2	ALUFYZNLZVVCAA-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	(5r)_3_hydroxy_2_methyl_5_prop_1_en_2_ylcyclohex_2_en_1_one	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 85, ""source"": ""Holmer"", ""name"": ""(5r)_3_hydroxy_2_methyl_5_prop_1_en_2_ylcyclohex_2_en_1_one""}]"
CYP1A2	AMXPURQVAMENCC-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	(s)_menthone_8_thioacetate	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 971, ""source"": ""Holmer"", ""name"": ""(s)_menthone_8_thioacetate""}]"
CYP1A2	ANJRGSHRMWLHFZ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	butanoic_acid_(alphas)_alpha_methylphenethyl_ester	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1360, ""source"": ""Holmer"", ""name"": ""butanoic_acid_(alphas)_alpha_methylphenethyl_ester""}]"
CYP1A2	ANTSCNMPPGJYLG-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	chlordizaepoxide	Siyang_Tian	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 250, ""source"": ""Siyang_Tian"", ""name"": ""Chlordizaepoxide""}]"
CYP1A2	ANUCDXCTICZJRH-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	mexazolam	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1718, ""source"": ""Holmer"", ""name"": ""mexazolam""}]"
CYP1A2	ANUCHZVCBDOPOX-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	dbajac	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 355, ""source"": ""Holmer"", ""name"": ""dbajac""}]"
CYP1A2	AOBORMOPSGHCAX-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	tocopherosolan	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1930, ""source"": ""Holmer"", ""name"": ""tocopherosolan""}]"
CYP1A2	AOHMXFJFQLUIJL-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	cer(d18:0/22:1(13z))	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1373, ""source"": ""Holmer"", ""name"": ""cer(d18:0/22:1(13z))""}]"
CYP1A2	AOIQKSHKQIJFMK-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	2prime_hydroxy_indomethacin_phenethylamide	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 115, ""source"": ""Holmer"", ""name"": ""2prime_hydroxy_indomethacin_phenethylamide""}]"
CYP1A2	AOJJSUZBOXZQNB-UHFFFAOYSA-N	0	True	source_reported_classification	unresolved_from_available_row_metadata	False	False	doxorubicin	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 715, ""source"": ""Yamashita"", ""name"": ""doxorubicin""}]"
CYP1A2	APJYDQYYACXCRM-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	tryptamine	Yamashita	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 56, ""source"": ""Yamashita"", ""name"": ""tryptamine""}]"
CYP1A2	APPXYONGBIXGRO-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	zinc85567739	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1992, ""source"": ""Holmer"", ""name"": ""zinc85567739""}]"
CYP1A2	APSJUNFBAXIXLK-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	mppp	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 269, ""source"": ""Holmer"", ""name"": ""mppp""}]"
CYP1A2	AQHHHDLHHXJYJD-UHFFFAOYSA-N	1	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	propranolol	DrugBank	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 452, ""source"": ""DrugBank"", ""name"": ""propranolol""}]"
CYP1A2	AQIVDANQKWQSRX-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	5_hexyltetrahydro_2_furanoctanoic_acid	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1156, ""source"": ""Holmer"", ""name"": ""5_hexyltetrahydro_2_furanoctanoic_acid""}]"
CYP1A2	AQIXAKUUQRKLND-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	cimetidine	DrugBank	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 693, ""source"": ""DrugBank"", ""name"": ""Cimetidine""}]"
CYP1A2	AQKVISOBVPVACA-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	tyramine_glucuronide	Holmer	"[{""file"": ""CYP1A2_testingset.csv"", ""split"": ""testing"", ""row"": 334, ""source"": ""Holmer"", ""name"": ""tyramine_glucuronide""}]"
CYP1A2	AQOXEJNYXXLRQQ-UHFFFAOYSA-N	0	False	source_reported_classification	unresolved_from_available_row_metadata	False	False	2-{[(2s)-1-({2-[bis(carboxylatomethyl)amino]ethyl}(carboxylatomethyl)amino)-3-(4-ethoxyphenyl)propan-2-yl](carboxylatomethyl)amino}acetate	Holmer	"[{""file"": ""CYP1A2_trainingset.csv"", ""split"": ""training"", ""row"": 1040, ""source"": ""Holmer"", ""name"": ""2-{[(2S)-1-({2-[Bis(carboxylatomethyl)amino]ethyl}(carboxylatomethyl)amino)-3-(4-ethoxyphenyl)propan-2-yl](carboxylatomethyl)amino}acetate""}]"
