isoform	compound_inchikey	scaffold_group	label	isoform_specific_knn	pooled_chemical_knn	isoform_logistic
CYP1A2	AZQWKYJCGOJGHM-UHFFFAOYSA-N	ring:O=C1C=CC(=O)C=C1	0	0.30558976621551265	0.22727890186686064	0.4036848615607169
CYP1A2	BAINIUMDFURPJM-UHFFFAOYSA-N	ring:c1ccc(C(c2ccccc2)N2CCN(CCCn3cnc4ccccc43)CC2)cc1	1	0.26429517485812015	0.28739843039376156	0.2893316450389849
CYP1A2	BBFQZRXNYIEMAW-UHFFFAOYSA-N	ring:c1ccc2c(c1)ccc1ccc3c(c12)OCO3	1	0.41072952186032374	0.23768003306149743	0.8260550984641805
CYP1A2	BCFGMOOMADDAQU-UHFFFAOYSA-N	ring:c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1	0	0.4946731034435138	0.43877719658867764	0.6451030145271713
CYP1A2	BIDNLKIUORFRQP-UHFFFAOYSA-N	ring:O=C(C[PH](=O)CCCCc1ccccc1)N1CCC(C2CCCCC2)C1	0	0.11025954738720091	0.26193220661938277	0.11379480277264707
CYP1A2	BJGNCJDXODQBOB-UHFFFAOYSA-N	ring:c1ccc2sc(C3=NCCS3)nc2c1	0	0.3538564593245128	0.1991991214355939	0.1847912113704742
CYP1A2	BJNBRIBHKLJMAG-UHFFFAOYSA-N	acyclic_connectivity:C[N+]([O-])=NCO	0	0.09635399427449785	0.10418591330600142	0.4457854660148033
CYP1A2	BLUAFEHZUWYNDE-UHFFFAOYSA-N	ring:O=C1CC2CCCC3CCC4OOC32C(O1)O4	0	0.0	0.10906398562653513	0.11561181903117332
CYP1A2	BMGQWWVMWDBQGC-UHFFFAOYSA-N	ring:O=C(NC1CC2OC(C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C=NC4)c1ccccc1	0	0.11339165717709065	0.32309712258556794	0.21807383946466152
CYP1A2	BOFQWVMAQOTZIW-UHFFFAOYSA-N	ring:c1ccc(-c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1	0	0.12919446770333487	0.1903493094398423	0.25093795641389577
CYP1A2	BPEGJWRSRHCHSN-UHFFFAOYSA-N	ring:O=c1[nH]nnc2cncn12	0	0.4814807323250927	0.41139799657747766	0.564108815034701
CYP1A2	BQSJTQLCZDPROO-UHFFFAOYSA-N	ring:c1ccc(-c2nccs2)cc1	1	0.3883748497316254	0.35474104801144307	0.5060573212152968
CYP1A2	BUCORZSTKDOEKQ-UHFFFAOYSA-N	ring:N=C1CNC(c2ccccc2)=c2ccccc2=N1	1	0.38084478076212613	0.4482739576030721	0.8521793077305462
CYP1A2	BYFIUFNRSNKODH-UHFFFAOYSA-N	ring:c1cnc2c(c1)cc1ccc3cccc4ccc2c1c34	1	0.8446918680373072	0.43547758520182556	0.9549514011252239
CYP1A2	BZHJMEDXRYGGRV-UHFFFAOYSA-N	acyclic_connectivity:C=CCl	0	0.1323005155107007	0.3518003504624748	0.27999246430455166
CYP1A2	CEIJFEGBUDEYSX-UHFFFAOYSA-N	ring:O=C1C2C3CCC(C3)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1	0	0.29101467262120984	0.3336690846016319	0.05947920374915783
CYP1A2	CJBJHOAVZSMMDJ-UHFFFAOYSA-N	ring:O=S(=O)(NCCC(Cc1ccccc1)N=COC1COC2OCCC12)c1ccccc1	0	0.11975161144164381	0.302753133318948	0.1526897063528577
CYP1A2	CKLJMWTZIZZHCS-UHFFFAOYSA-N	acyclic_connectivity:NC(CC(=O)O)C(=O)O	0	0.0	0.009749013038208227	0.029181230205180816
CYP1A2	CNBGNNVCVSKAQZ-UHFFFAOYSA-N	ring:c1ccc(Cn2ncc3ccccc32)cc1	1	0.5516166885395744	0.4287074284171245	0.767922198122323
CYP1A2	COWNFYYYZFRNOY-UHFFFAOYSA-N	ring:O=C1N=CCO1	1	0.08078462928397045	0.12219854443988395	0.13731311783480735
CYP1A2	CPZBLNMUGSZIPR-UHFFFAOYSA-N	ring:O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2	1	0.4008339907925822	0.42602781589849475	0.5988391451809203
CYP1A2	CRDAMVZIKSXKFV-UHFFFAOYSA-N	acyclic_connectivity:CC(C)=CCCC(C)=CCCC(C)=CCO	0	0.0	0.037934679394696205	0.04781929376338162
CYP1A2	CSCPPACGZOOCGX-UHFFFAOYSA-N	acyclic_connectivity:CC(C)=O	0	0.0686587259738235	0.09948837216744115	0.17086112976124465
CYP1A2	CTPOHARTNNSRSR-UHFFFAOYSA-N	ring:c1ccc2c(c1)OC1CCCC21	0	0.05497829722941152	0.11501858353313063	0.22106858704674154
CYP1A2	CTRLABGOLIVAIY-UHFFFAOYSA-N	ring:O=C1Cc2ccccc2Nc2ccccc21	0	0.4192403157534496	0.39739468770240305	0.6308710153350422
CYP1A2	CTSPAMFJBXKSOY-UHFFFAOYSA-N	ring:c1ccc2c(c1)[nH]c1cc3ccncc3cc12	1	0.6955374191099651	0.37166885059481486	0.941702649158962
CYP1A2	CUHVIMMYOGQXCV-UHFFFAOYSA-N	ring:c1ccc(Cc2cnc[nH]2)cc1	0	0.4803618157853727	0.3166253684223449	0.7414858830863578
CYP1A2	CUIHSIWYWATEQL-UHFFFAOYSA-N	ring:c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1	1	0.2295152060780329	0.25929870105839864	0.5684789600986159
CYP1A2	CYNYIHKIEHGYOZ-UHFFFAOYSA-N	acyclic_connectivity:CCCBr	0	0.13626130148799975	0.20179101016713788	0.4895080418373388
CYP1A2	CYOHGALHFOKKQC-UHFFFAOYSA-N	ring:c1ccc(Nc2ccc3[nH]cnc3c2)cc1	1	0.32227174848217666	0.33949440774663264	0.5930886314323639
CYP1A2	CYXIKYKBLDZZNW-UHFFFAOYSA-N	acyclic_connectivity:FC(F)(F)CCl	0	0.2543379932595927	0.3026603548364704	0.32817740399668655
CYP1A2	DBXFAPJCZABTDR-UHFFFAOYSA-N	ring:O=C(CCc1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1	0	0.0	0.09842093757914172	0.006149477877594122
CYP1A2	DDBREPKUVSBGFI-UHFFFAOYSA-N	ring:O=C1N=CC(c2ccccc2)C=N1	0	0.17729196148644555	0.22976733864243296	0.3398479274779397
CYP1A2	DDRJAANPRJIHGJ-UHFFFAOYSA-N	ring:N=C1N=CCN1	1	0.38827924425535226	0.31157314947327674	0.2555180244001382
CYP1A2	DDUHZTYCFQRHIY-UHFFFAOYSA-N	ring:O=C1C=CC2(CC1)Oc1ccccc1C2=O	1	0.2039300603536968	0.2294737532014592	0.17623759301598083
CYP1A2	DFBIRQPKNDILPW-UHFFFAOYSA-N	ring:O=C1OCC2=C1CCC1C2CC2OC23CC2OC2C2OC123	0	0.0	0.0640549291778358	0.012869175605566201
CYP1A2	DFEYYRMXOJXZRJ-UHFFFAOYSA-N	acyclic_connectivity:FCOC(C(F)(F)F)C(F)(F)F	0	0.4172197099304987	0.35405987957666374	0.49559329905808924
CYP1A2	DFPMSGMNTNDNHN-UHFFFAOYSA-N	ring:O=C1CC(c2ccccc2)Oc2cc(OC3OCCCC3OC3CCCCO3)ccc21	1	0.10066982711659997	0.0739507738434018	0.07240760294685517
CYP1A2	DGAKHGXRMXWHBX-UHFFFAOYSA-N	acyclic_connectivity:CN=[N+](C)[O-]	0	0.4889063834189379	0.32114924136288264	0.6476797384127956
CYP1A2	DHMQDGOQFOQNFH-UHFFFAOYSA-N	acyclic_connectivity:NCC(=O)O	1	0.0	0.02615364045929526	0.07355737069530413
CYP1A2	DIWRORZWFLOCLC-UHFFFAOYSA-N	ring:C1=Nc2ccccc2C(c2ccccc2)=NC1	0	0.3004216585880292	0.41825256745816014	0.15104760297347386
CYP1A2	DJBNUMBKLMJRSA-UHFFFAOYSA-N	ring:C(=NCC1CCCCN1)c1ccccc1	1	0.3657556518323713	0.3750915595820862	0.6666286457477706
CYP1A2	DLGOEMSEDOSKAD-UHFFFAOYSA-N	acyclic_connectivity:O=NN(CCCl)C(O)=NCCCl	1	0.38155125731975414	0.32529072108235724	0.4985453197402051
CYP1A2	DMJNNHOOLUXYBV-UHFFFAOYSA-N	ring:O=C1CC2CC(SC3CCNC3)=CN12	0	0.037951002016688	0.052528004196722926	0.01968016809668331
CYP1A2	DOHVAKFYAHLCJP-UHFFFAOYSA-N	ring:N=c1ncc2[nH]cc(Cc3cccnc3)c2[nH]1	1	0.30780324876676884	0.274781406770652	0.5578448506366661
CYP1A2	DOUYETYNHWVLEO-UHFFFAOYSA-N	ring:N=c1[nH]c2ccccc2c2[nH]cnc12	1	0.5543011046467963	0.44670488985921714	0.8084801335314347
CYP1A2	DPYMFVXJLLWWEU-UHFFFAOYSA-N	acyclic_connectivity:FC(F)OC(F)C(F)(F)F	0	0.4594087973259284	0.4066773609690396	0.37577395499708127
CYP1A2	DQMZLTXERSFNPB-UHFFFAOYSA-N	ring:C1=NCN=CC1c1ccccc1	0	0.20356002575804827	0.324794887132526	0.46350552620546315
CYP1A2	DTQVDTLACAAQTR-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)C(F)(F)F	0	0.0	0.05282833609926091	0.17997161513052595
CYP1A2	DVEXZJFMOKTQEZ-UHFFFAOYSA-N	ring:C(C=CSc1ccccc1)=CSc1ccccc1	1	0.4427328520995458	0.28443021027427395	0.8147268688230105
CYP1A2	DYGXZBQDLFYIFD-UHFFFAOYSA-N	ring:c1ccc(-c2ccco2)cc1	1	0.40126007297276617	0.30103267043032644	0.4532035198329545
CYP1A2	DYLUUSLLRIQKOE-UHFFFAOYSA-N	ring:N=c1nc(-c2ccccn2)[nH]c(=Nc2ccncc2)[nH]1	1	0.5539476428270433	0.41480800417436064	0.7443766192582997
CYP1A2	FABPRXSRWADJSP-UHFFFAOYSA-N	ring:O=c1ccn(C2CC2)c2cc(N3CC4CCCNC4C3)ccc12	0	0.2978603230573817	0.2042194167009955	0.06805732764687598
CYP1A2	FABUFPQFXZVHFB-UHFFFAOYSA-N	ring:O=C1CCCC=NC(C=Cc2cscn2)CC2OC2CCCCCC1	0	0.0	0.01879253119092027	0.007975100462464926
CYP1A2	FASDKYOPVNHBLU-UHFFFAOYSA-N	ring:N=c1[nH]c2c(s1)CCCC2	0	0.27704635876584505	0.3243694993776792	0.5522220637132418
CYP1A2	FBOUYBDGKBSUES-UHFFFAOYSA-N	ring:O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1	0	0.3537827329998032	0.3574560831483682	0.26242810954936385
CYP1A2	FBPFZTCFMRRESA-UHFFFAOYSA-N	acyclic_connectivity:OCC(O)C(O)C(O)C(O)CO	0	0.030397767035415017	0.038712857416081096	0.14062235992558803
CYP1A2	FBVFZWUMDDXLLG-UHFFFAOYSA-N	ring:O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1	0	0.37886294397594583	0.38318817307694847	0.3054067489537136
CYP1A2	FFFHZYDWPBMWHY-UHFFFAOYSA-N	acyclic_connectivity:NC(CCS)C(=O)O	0	0.0	0.010675425728016403	0.024088915654762393
CYP1A2	FFYPRJYSJODFFD-UHFFFAOYSA-N	ring:N=c1ncc2[nH]ccc2[nH]1	1	0.348824635793463	0.20212694258707464	0.5726016778566563
CYP1A2	FOCVUCIESVLUNU-UHFFFAOYSA-N	ring:S=P(N1CC1)(N1CC1)N1CC1	0	0.3187220405201405	0.42328217689799036	0.4102816496820594
CYP1A2	FSVJFNAIGNNGKK-UHFFFAOYSA-N	ring:O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	1	0.4923210132886152	0.47001119827708954	0.3281972908312971
CYP1A2	FVECELJHCSPHKY-UHFFFAOYSA-N	ring:O=C(OC1CCC2C3CCC4C5CCC6CC7CCCCN7CC6C5CC42OC13)c1ccccc1	0	0.12280081866706827	0.146233416485272	0.033205371751688244
CYP1A2	FWKQNCXZGNBPFD-UHFFFAOYSA-N	ring:c1ccc2cccc-2cc1	1	0.33660478049670645	0.2929016655467031	0.6023928690095249
CYP1A2	GATVIKZLVQHOMN-UHFFFAOYSA-N	acyclic_connectivity:ClC(Br)Br	0	0.4721979733567539	0.2902510837991522	0.4688141501937956
CYP1A2	GBABOYUKABKIAF-UHFFFAOYSA-N	ring:C1=CC2CC(c3ccc4c(c3)C35CCN6CC=CC(CCC3N4)C65)c3[nH]c4ccccc4c3CN(C1)C2	0	0.07905271046086816	0.3049708064760811	0.039287679893025534
CYP1A2	GBBSUAFBMRNDJC-UHFFFAOYSA-N	ring:O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1	0	0.35686313731893815	0.40760994861083893	0.3926826633477131
CYP1A2	GBFLZEXEOZUWRN-UHFFFAOYSA-N	acyclic_connectivity:NC(CSCC(=O)O)C(=O)O	0	0.0	0.010453471136873638	0.05422334717473102
CYP1A2	GBXSMTUPTTWBMN-UHFFFAOYSA-N	ring:O=C(CNCCCc1ccccc1)N1CCCC1	0	0.12186841164847373	0.2291202665714862	0.160833083443362
CYP1A2	GCKFUYQCUCGESZ-UHFFFAOYSA-N	ring:C=C1CC2CCCC2C2CCC3=CC(=O)CCC3C12	0	0.15709893478303272	0.22930614861961401	0.08584446989391147
CYP1A2	GFBKORZTTCHDGY-UHFFFAOYSA-N	ring:C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21	1	0.6865080043606359	0.5161626190741732	0.6781538943968316
CYP1A2	GGCSSNBKKAUURC-UHFFFAOYSA-N	ring:c1ccc(NC2CCN(CCc3cccs3)CC2)cc1	0	0.12393547737143133	0.2931502268614354	0.11281110776692012
CYP1A2	GIJXKZJWITVLHI-UHFFFAOYSA-N	ring:c1ccc(C(OC2CC3CCC(C2)N3)c2ccccc2)cc1	0	0.30149371589508467	0.359580538016695	0.34648605704032504
CYP1A2	GJSURZIOUXUGAL-UHFFFAOYSA-N	ring:c1ccc(NC2=NCCN2)cc1	1	0.4661608467253186	0.41746462794050676	0.8566799186160432
CYP1A2	GLUUGHFHXGJENI-UHFFFAOYSA-N	ring:C1CNCCN1	0	0.12747878173614463	0.19858335775915073	0.25740606385282677
CYP1A2	GOTYRUGSSMKFNF-UHFFFAOYSA-N	ring:O=C1N=CCCC1N1Cc2ccccc2C1=O	0	0.07387448984891318	0.33607225607438035	0.18744417733589824
CYP1A2	GPXBXXGIAQBQNI-UHFFFAOYSA-N	ring:O=C(c1ccccc1)c1c[nH]c2ncc(-c3ccccc3)cc12	0	0.3692330018077569	0.39613705200185023	0.6136482891645669
CYP1A2	GSNHKUDZZFZSJB-UHFFFAOYSA-N	ring:C(=NC(CCN1C2CCC1CC(n1cnnc1)C2)c1ccccc1)C1CCCCC1	0	0.12322512781259636	0.2622663771581052	0.12353305487373478
CYP1A2	GUJRSXAPGDDABA-UHFFFAOYSA-N	ring:C(=NCC1CCCN1)c1ccccc1	0	0.19772439562683872	0.301361039672624	0.23866431508402994
CYP1A2	GVKKJJOMQCNPGB-UHFFFAOYSA-N	ring:O=C1C(=O)c2c(ccc3c2CCCC3)C2=C1CCO2	0	0.07998826832240305	0.13610935589692788	0.1664211400716047
CYP1A2	GWFOVSGRNGAGDL-UHFFFAOYSA-N	ring:N=c1ncc2ncn(C3CCC3)c2[nH]1	1	0.18328191245089978	0.18887652333530358	0.06665942903992299
CYP1A2	GXESHMAMLJKROZ-UHFFFAOYSA-N	ring:c1ccc(C2CCc3ccccc3C2c2ccc(OCCN3CCCC3)cc2)cc1	0	0.34712385719224015	0.35838827152602726	0.8113405471827418
CYP1A2	GXPHKUHSUJUWKP-UHFFFAOYSA-N	ring:O=C1N=CC(Cc2ccc(OCC3CCc4ccccc4O3)cc2)S1	0	0.42614385713893055	0.33284045385219263	0.4719331200214689
CYP1A2	GYCMBHHDWRMZGG-UHFFFAOYSA-N	acyclic_connectivity:C=C(C)C#N	0	0.0	0.17843133815719597	0.20744107443993448
CYP1A2	GYHCTFXIZSNGJT-UHFFFAOYSA-N	ring:O=C(Nc1ccc(C(=O)N2CCCCc3ccccc32)cc1)c1ccccc1	0	0.30610357203133726	0.37957714953141547	0.4129683757856727
CYP1A2	HBNPJJILLOYFJU-UHFFFAOYSA-N	ring:c1ccc2c(c1)CCC(CCNCCCc1nc3ccccc3[nH]1)C2	1	0.5272301825608603	0.37879978031455785	0.6214114947002456
CYP1A2	HCAJQHYUCKICQH-UHFFFAOYSA-N	ring:N=c1ncc2ncn(C3CCCO3)c2[nH]1	1	0.0	0.0037375102819983985	0.02700240547688055
CYP1A2	HGUFODBRKLSHSI-UHFFFAOYSA-N	ring:c1ccc2c(c1)Oc1ccccc1O2	0	0.4331464017458346	0.3890977696126909	0.7270139312321364
CYP1A2	HKDLNTKNLJPAIY-UHFFFAOYSA-N	ring:O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13	1	0.10832742251722263	0.20405369252857578	0.05543614326440707
CYP1A2	HKFMQJUJWSFOLY-UHFFFAOYSA-N	ring:c1ccc(-c2cncc(CNCC3CCc4ccccc4O3)c2)cc1	0	0.35397039626001864	0.33372890728603993	0.9170373636049881
CYP1A2	HKVAMNSJSFKALM-UHFFFAOYSA-N	ring:O=C1CCC=CCC(=O)CC(CCC2CCCCC2)OC(=O)C2CCCCN2C(=O)C(=O)C2CCCC(CCC=CC=CC=CCCC1)O2	0	0.0	0.1302736220829743	0.006491816589425325
CYP1A2	HOIIHACBCFLJET-UHFFFAOYSA-N	ring:O=C(CCCN1CCC2C(C1)c1cccc3c1N2CCN3)c1ccccc1	1	0.4486067423869427	0.38051651892103855	0.5337011983683144
CYP1A2	HOZUXBLMYUPGPZ-UHFFFAOYSA-N	ring:c1ccc(Nc2ncnc3ccccc23)cc1	1	0.39010877170878794	0.2616943958967404	0.4183422223709961
CYP1A2	HPHUVLMMVZITSG-UHFFFAOYSA-N	ring:O=C1CCCN1	0	0.2138206462335465	0.1613360799845258	0.13934321226983298
CYP1A2	HPNSFSBZBAHARI-UHFFFAOYSA-N	ring:O=C1OCc2ccccc21	0	0.10215249206178872	0.10094687275149142	0.09365858674537002
CYP1A2	HRPVXLWXLXDGHG-UHFFFAOYSA-N	acyclic_connectivity:C=CC(=N)O	0	0.23821376921690574	0.28338080760120177	0.2656116041153279
CYP1A2	HRRXCXABAPSOCP-UHFFFAOYSA-N	ring:O=S(Cc1ccccn1)c1nc2ccc(-n3cccc3)cc2[nH]1	0	0.5761761591198249	0.3391811949965744	0.6293787458322424
CYP1A2	HTHNTJCVPNKCPZ-UHFFFAOYSA-N	acyclic_connectivity:FC(F)=CCl	0	0.08408327702629499	0.16270252433139462	0.2528460843134458
CYP1A2	HTIQEAQVCYTUBX-UHFFFAOYSA-N	ring:C1=CC(c2ccccc2)C=CN1	0	0.12301682264515418	0.31061179804884687	0.2941936364362782
CYP1A2	HTQMVQVXFRQIKW-UHFFFAOYSA-N	ring:c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3cnc4ccccc43)cc2)c1	0	0.06298486303071867	0.3454018451271612	0.26526236137720954
CYP1A2	HTTJABKRGRZYRN-UHFFFAOYSA-N	ring:C1CCC(OC2CCC(OC3CCC(OC4CCCOC4)OC3)OC2)OC1	0	0.0	0.0	0.0014815592368173658
CYP1A2	HWXIGFIVGWUZAO-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2c(ncn2CC2OCCO2)[nH]1	1	0.5578929866951592	0.4839866250337884	0.6582178644956348
CYP1A2	HYAFETHFCAUJAY-UHFFFAOYSA-N	ring:O=C1N=CC(Cc2ccc(OCCc3ccccn3)cc2)S1	0	0.3789128771806896	0.37055823091352824	0.1033208464350768
CYP1A2	HYIMSNHJOBLJNT-UHFFFAOYSA-N	ring:C1=CC(c2ccccc2)C=CN1	1	0.3797551050128654	0.2646235756535953	0.6002669127499723
CYP1A2	IAVUPMFITXYVAF-UHFFFAOYSA-N	ring:O=S1(=O)CCCc2ccsc21	0	0.44334418754435995	0.3222789819025259	0.3348718744797917
CYP1A2	IAZDPXIOMUYVGZ-UHFFFAOYSA-N	acyclic_connectivity:CS(C)=O	0	0.0862452541913288	0.21516229882938664	0.39840870850613974
CYP1A2	IDYZIJYBMGIQMJ-UHFFFAOYSA-N	ring:O=c1cc[nH]c2nc(N3CCNCC3)ccc12	1	0.27003979404973816	0.2394856490753721	0.5405292513876288
CYP1A2	IEDVJHCEMCRBQM-UHFFFAOYSA-N	ring:N=c1[nH]cc(Cc2ccccc2)c(=N)[nH]1	1	0.3404731603712281	0.2845410155660499	0.7936738018672372
CYP1A2	IEJOGNKZBRUBBL-UHFFFAOYSA-N	ring:C1CCC2(CC1)OOC1(CCCCC1)OO2	1	0.0	0.08406363486153592	0.13145707032960852
CYP1A2	IGMKTIJBFUMVIN-UHFFFAOYSA-N	ring:c1ccc(OCCCN2CCC(Nc3nc4ccccc4s3)CC2)cc1	0	0.2758748386874025	0.4102425833591963	0.8786908815375634
CYP1A2	IJNJLGFTSIAHEA-UHFFFAOYSA-N	acyclic_connectivity:C#CC=O	0	0.0	0.11775892963460391	0.2829716848399256
CYP1A2	IJTNSXPMYKJZPR-UHFFFAOYSA-N	acyclic_connectivity:CCC=CC=CC=CC=CCCCCCCCC(=O)O	0	0.07774532816147314	0.0597061159627289	0.1094343353406231
CYP1A2	IMOZEMNVLZVGJZ-UHFFFAOYSA-N	ring:O=C1c2ccccc2C(=O)N1Cc1ccccc1	1	0.11979457903440832	0.30442988955698536	0.42016343409446
CYP1A2	INVGWHRKADIJHF-UHFFFAOYSA-N	ring:c1cc2c(c[nH+]c3c4cc5c(cc4ccc23)OCO5)c2c1OCO2	1	0.5437692687762459	0.37545006856714	0.7704996949500295
CYP1A2	IOJUPLGTWVMSFF-UHFFFAOYSA-N	ring:c1ccc2scnc2c1	1	0.49291041279019066	0.28789734728254524	0.7151991968101525
CYP1A2	IPEHBUMCGVEMRF-UHFFFAOYSA-N	ring:c1cnccn1	1	0.25813556163626866	0.2688638384771071	0.4214559747081019
CYP1A2	IQVRBWUUXZMOPW-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]c(C=Cc3ccccc3)nc2[nH]1	1	0.5683907646787347	0.46900080405063854	0.9533413651426863
CYP1A2	IQXXEPZFOOTTBA-UHFFFAOYSA-N	ring:c1ccc(CN2CCNCC2)cc1	1	0.19855618656588284	0.36680285888504444	0.3572239406195589
CYP1A2	ISWRGOKTTBVCFA-UHFFFAOYSA-N	ring:O=c1ccccn1-c1ccccc1	1	0.47466323899549145	0.3572678372987593	0.7601108162601754
CYP1A2	IVBHGBMCVLDMKU-UHFFFAOYSA-N	ring:O=C1NCCN(C=NC(C=NC2C(=O)N3CCSC23)c2ccccc2)C1=O	0	0.1555468300407609	0.2626157068602409	0.12079732422970697
CYP1A2	IVLCGFRPPGNALI-UHFFFAOYSA-N	ring:N=c1ccc2c([nH]1)[nH]c1ccccc12	1	0.7725397654987409	0.371698154569522	0.9073440276579008
CYP1A2	IXEQEYRTSRFZEO-UHFFFAOYSA-N	ring:O=S(=O)(Cc1ccccn1)c1nc2ccccc2[nH]1	0	0.6910693785554053	0.4331771456347518	0.6468923918066667
CYP1A2	IZEKFCXSFNUWAM-UHFFFAOYSA-N	ring:c1nc(N2CCCCC2)c2ncnc(N3CCCCC3)c2n1	0	0.3159444786020797	0.2573280473393533	0.405980652314952
CYP1A2	JBYNUUNOLLCWRY-UHFFFAOYSA-N	ring:O=c1oc2ccccc2cc1-c1nnc(-c2ccccc2)s1	1	0.4461933374588285	0.33664737523743726	0.875541261621649
CYP1A2	JGPMMRGNQUBGND-UHFFFAOYSA-N	ring:O=C1C=CC(=O)C=C1	1	0.07383233552095265	0.1253306720770179	0.11735005402956528
CYP1A2	JIVPVXMEBJLZRO-UHFFFAOYSA-N	ring:C1=NC(c2ccccc2)c2ccccc21	0	0.3237148436246594	0.35231733428485074	0.19931465338881696
CYP1A2	JNTOCHDNEULJHD-UHFFFAOYSA-N	ring:N=c1ncc2nc[nH]c2[nH]1	1	0.2395568831707068	0.249007222197474	0.27699182923958376
CYP1A2	JOYRKODLDBILNP-UHFFFAOYSA-N	acyclic_connectivity:CCOC(=N)O	0	0.12030044011216323	0.08970432857511419	0.35874556060361257
CYP1A2	JQSHBVHOMNKWFT-UHFFFAOYSA-N	ring:c1cnc2cc3c(cc2n1)C1CNCC3C1	0	0.3921542293791419	0.22702641586581807	0.4730559825894897
CYP1A2	JSWZEAMFRNKZNL-UHFFFAOYSA-N	ring:O=C1c2c([nH]c3ccccc23)CCN1Cc1cnc[nH]1	1	0.5685484603792007	0.3220779310393863	0.7835273559986343
CYP1A2	JVHXJTBJCFBINQ-UHFFFAOYSA-N	ring:c1ccc(Cc2cccc(C3CCCCO3)c2)cc1	1	0.2417986920484484	0.13167318686910476	0.27802910185811675
CYP1A2	JVJFIQYAHPMBBX-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC(O)C=CC=O	0	0.035063944908562565	0.04539805604789095	0.126229236410095
CYP1A2	JZUFKLXOESDKRF-UHFFFAOYSA-N	ring:O=S1(=O)NCNc2ccccc21	0	0.307110010684091	0.3740652120714435	0.35186142784755614
