isoform	compound_inchikey	label	exact_training_overlap	parent_training_overlap	parent_status	strict_external	conservative_identity_exclusion	primary_external	matched_training_ids	names	sources
CYP1A2	AFLNGLSTOJPKJJ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AFLNGLSTOJPKJJ-UHFFFAOYSA-N	medicagenic_acid_beta_maltoside	Holmer
CYP1A2	AFZCVSRIUXFFJO-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AFZCVSRIUXFFJO-UHFFFAOYSA-N	(16s)_16_hydroxy_13_16_secotrachyloba_13_ene_3_one	Holmer
CYP1A2	AFZHQMQGUKDWSJ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AFZHQMQGUKDWSJ-UHFFFAOYSA-N	helianyl_octanate	Holmer
CYP1A2	AGABNGOXUSXQDD-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AGABNGOXUSXQDD-UHFFFAOYSA-N	decursinol_angelate	Holmer
CYP1A2	AGGQBLQYYGOWKY-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AGGQBLQYYGOWKY-UHFFFAOYSA-N	dehydrodemissine	Holmer
CYP1A2	AGHANLSBXUWXTB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AGHANLSBXUWXTB-UHFFFAOYSA-N	tienilic_acid	Holmer
CYP1A2	AGLXDWOTVQZHIQ-UHFFFAOYSA-N	0	False	False	ok	False	False	True		6-hydroxychlorzoxazone	Yamashita
CYP1A2	AGNAZKCPHGYYKE-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AGNAZKCPHGYYKE-UHFFFAOYSA-N	15alpha_acetoxy_3alpha_hydroxy_23_oxo_5alpha_lanosta_7_9(11)_24_trien_26_oic_acid	Holmer
CYP1A2	AGNUIQKIUPCFET-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AGNUIQKIUPCFET-UHFFFAOYSA-N	zinc1584045	Holmer
CYP1A2	AGOYDEPGAOXOCK-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AGOYDEPGAOXOCK-UHFFFAOYSA-N	clarithromycin	Yamashita
CYP1A2	AGSLYHYWLYGAOU-UHFFFAOYSA-N	1	True	True	ok	False	False	False	AGSLYHYWLYGAOU-UHFFFAOYSA-N	N-Desmethyldiphenhydramine	DrugBank
CYP1A2	AGXLQRPCBKYRSR-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AGXLQRPCBKYRSR-UHFFFAOYSA-N	beta_arteether	Holmer
CYP1A2	AHEWVDSAOCOLCK-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AHEWVDSAOCOLCK-UHFFFAOYSA-N	(2s_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl_(4ar_5r_6as_6br_10s_12ar_12br)_10_{_(2s_3r_4s_5s)_4_{_(2s_3r_4s_5r_6r)_3_5_dihydroxy_6_(hydroxymethyl)_4_{_(2s_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl_oxy}oxan_2_yl_oxy}_3_5_dihydroxyoxan_2_yl_oxy}_5_hydroxy_2_2_6a_6b_9_9_12a_heptamethyl_1_2_3_4_4a_5_6_6a_6b_7_8_8a_9_10_11_12_12a_12b_13_14b_icosahydropicene_4a_carboxylate	Holmer
CYP1A2	AHKHKMDMRHPLNJ-UHFFFAOYSA-N	1	True	True	ok	False	False	False	AHKHKMDMRHPLNJ-UHFFFAOYSA-N	bmamc	Holmer
CYP1A2	AHLPHDHHMVZTML-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AHLPHDHHMVZTML-UHFFFAOYSA-N	ornithine	Holmer
CYP1A2	AHOUBRCZNHFOSL-UHFFFAOYSA-N	1	False	False	ok	True	False	True		Paroxetine	DrugBank
CYP1A2	AIFRHYZBTHREPW-UHFFFAOYSA-N	1	False	False	ok	False	False	True		NORHARMAN	CYP Knowledgebase
CYP1A2	AIILTVHCLAEMDA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AIILTVHCLAEMDA-UHFFFAOYSA-N	s_methyl_propanethioate	Holmer
CYP1A2	AIJTTZAVMXIJGM-UHFFFAOYSA-N	1	False	False	ok	True	False	True		Grepafloxacin	DrugBank
CYP1A2	AIJULSRZWUXGPQ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AIJULSRZWUXGPQ-UHFFFAOYSA-N	pyruvaldehyde	Holmer
CYP1A2	AINNVCLTLJOODL-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AINNVCLTLJOODL-UHFFFAOYSA-N	_(tetrahydro_6alpha_ethenyl_2_2_6_trimethyl_2h_pyran)_3alpha_yl_6_o_d_apio_beta_d_furanosyl_beta_d_glucopyranoside	Holmer
CYP1A2	AIONOLUJZLIMTK-UHFFFAOYSA-N	1	True	True	ok	False	False	False	AIONOLUJZLIMTK-UHFFFAOYSA-N	hesperetin	Yamashita
CYP1A2	AJRJPORIQGYFMT-UHFFFAOYSA-N	0	False	False	ok	True	False	True		2-ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine	Yamashita
CYP1A2	AJYLEJBHVLQJTI-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AJYLEJBHVLQJTI-UHFFFAOYSA-N	_(2s_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl__(1s_3s_4s_6s_7s_11s_12s_14s_15r_16r)_4_6_14_trihydroxy_15__(2r_5s)_5_hydroxy_5_(hydroxymethyl)_6_methylheptan_2_yl__7_12_16_trimethylpentacyclo_9.7.0.01_3.03_8.012_16_octadecane_7_carboxylate	Holmer
CYP1A2	AKDLSISGGARWFP-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AKDLSISGGARWFP-UHFFFAOYSA-N	homodihydrocapsaicin	DrugBank
CYP1A2	AKVBCGQVQXPRLD-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AKVBCGQVQXPRLD-UHFFFAOYSA-N	(2s)_2_azaniumyloctanoate	Holmer
CYP1A2	ALARQZQTBTVLJV-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ALARQZQTBTVLJV-UHFFFAOYSA-N	mephobarbital	DrugBank
CYP1A2	ALFGKMXHOUSVAD-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ALFGKMXHOUSVAD-UHFFFAOYSA-N	ketobemidone	Yamashita
CYP1A2	ALLWOAVDORUJLA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ALLWOAVDORUJLA-UHFFFAOYSA-N	rebamipide	Yamashita
CYP1A2	ALMJXWPCHVBUTP-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ALMJXWPCHVBUTP-UHFFFAOYSA-N	chinenoside_ii	Holmer
CYP1A2	ALOBUEHUHMBRLE-UHFFFAOYSA-N	0	False	False	ok	False	False	True		ibutilide	Yamashita
CYP1A2	ALRLPDGCPYIVHP-UHFFFAOYSA-N	1	True	True	ok	False	False	False	ALRLPDGCPYIVHP-UHFFFAOYSA-N	1_nitropyrene	Siyang_Tian
CYP1A2	ALTAAUJNHYWOGS-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ALTAAUJNHYWOGS-UHFFFAOYSA-N	trans_4_hydroxycyclohexylacetic_acid	Holmer
CYP1A2	ALUFYZNLZVVCAA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ALUFYZNLZVVCAA-UHFFFAOYSA-N	(5r)_3_hydroxy_2_methyl_5_prop_1_en_2_ylcyclohex_2_en_1_one	Holmer
CYP1A2	AMXPURQVAMENCC-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AMXPURQVAMENCC-UHFFFAOYSA-N	(s)_menthone_8_thioacetate	Holmer
CYP1A2	ANJRGSHRMWLHFZ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ANJRGSHRMWLHFZ-UHFFFAOYSA-N	butanoic_acid_(alphas)_alpha_methylphenethyl_ester	Holmer
CYP1A2	ANTSCNMPPGJYLG-UHFFFAOYSA-N	1	False	False	ok	False	False	False		Chlordizaepoxide	Siyang_Tian
CYP1A2	ANUCDXCTICZJRH-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ANUCDXCTICZJRH-UHFFFAOYSA-N	mexazolam	Holmer
CYP1A2	ANUCHZVCBDOPOX-UHFFFAOYSA-N	1	True	True	ok	False	False	False	ANUCHZVCBDOPOX-UHFFFAOYSA-N	dbajac	Holmer
CYP1A2	AOBORMOPSGHCAX-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AOBORMOPSGHCAX-UHFFFAOYSA-N	tocopherosolan	Holmer
CYP1A2	AOHMXFJFQLUIJL-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AOHMXFJFQLUIJL-UHFFFAOYSA-N	cer(d18:0/22:1(13z))	Holmer
CYP1A2	AOIQKSHKQIJFMK-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AOIQKSHKQIJFMK-UHFFFAOYSA-N	2prime_hydroxy_indomethacin_phenethylamide	Holmer
CYP1A2	AOJJSUZBOXZQNB-UHFFFAOYSA-N	0	False	False	ok	True	False	True		doxorubicin	Yamashita
CYP1A2	APJYDQYYACXCRM-UHFFFAOYSA-N	1	False	False	ok	False	False	True		tryptamine	Yamashita
CYP1A2	APPXYONGBIXGRO-UHFFFAOYSA-N	0	True	False	tautomer_MaxTransformsReached	False	True	False		zinc85567739	Holmer
CYP1A2	APSJUNFBAXIXLK-UHFFFAOYSA-N	0	True	True	ok	False	False	False	APSJUNFBAXIXLK-UHFFFAOYSA-N	mppp	Holmer
CYP1A2	AQHHHDLHHXJYJD-UHFFFAOYSA-N	1	True	True	ok	False	False	False	AQHHHDLHHXJYJD-UHFFFAOYSA-N	propranolol	DrugBank
CYP1A2	AQIVDANQKWQSRX-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AQIVDANQKWQSRX-UHFFFAOYSA-N	5_hexyltetrahydro_2_furanoctanoic_acid	Holmer
CYP1A2	AQIXAKUUQRKLND-UHFFFAOYSA-N	0	False	False	ok	False	False	True		Cimetidine	DrugBank
CYP1A2	AQKVISOBVPVACA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AQKVISOBVPVACA-UHFFFAOYSA-N	tyramine_glucuronide	Holmer
CYP1A2	AQOXEJNYXXLRQQ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AQOXEJNYXXLRQQ-UHFFFAOYSA-N	2-{[(2S)-1-({2-[Bis(carboxylatomethyl)amino]ethyl}(carboxylatomethyl)amino)-3-(4-ethoxyphenyl)propan-2-yl](carboxylatomethyl)amino}acetate	Holmer
CYP1A2	ARAIBEBZBOPLMB-UHFFFAOYSA-N	0	False	False	ok	False	False	False		Zanamivir	Holmer
CYP1A2	ARGFHYICTJBMFD-UHFFFAOYSA-N	1	True	True	ok	False	False	False	ARGFHYICTJBMFD-UHFFFAOYSA-N	n7_methylcyclohexylline	Holmer
CYP1A2	ARJPPNFIEQKVBB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ARJPPNFIEQKVBB-UHFFFAOYSA-N	acetamidopropanal	Holmer
CYP1A2	ARPVSMCNIDAQBO-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ARPVSMCNIDAQBO-UHFFFAOYSA-N	glutaminylleucine	Holmer
CYP1A2	ARSRBNBHOADGJU-UHFFFAOYSA-N	1	True	True	ok	False	False	False	ARSRBNBHOADGJU-UHFFFAOYSA-N	dmba	Holmer
CYP1A2	ARSVRKCVNFIICJ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ARSVRKCVNFIICJ-UHFFFAOYSA-N	beta-Aspartylalanine	Holmer
CYP1A2	ARTRTLXKTHJPRW-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ARTRTLXKTHJPRW-UHFFFAOYSA-N	cqa_206_291	Holmer
CYP1A2	ARZWATDYIYAUTA-UHFFFAOYSA-N	1	True	True	ok	False	False	False	ARZWATDYIYAUTA-UHFFFAOYSA-N	iq	Holmer
CYP1A2	ASICPMTWQSESKX-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ASICPMTWQSESKX-UHFFFAOYSA-N	3_oxohexadecanoic_acid	Holmer
CYP1A2	ASLNKQVAPNIFQR-UHFFFAOYSA-N	1	False	False	ok	False	False	False		EMAMC	Siyang_Tian
CYP1A2	ASUTZQLVASHGKV-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ASUTZQLVASHGKV-UHFFFAOYSA-N	galantamine	Yamashita
CYP1A2	ASVDRLYVNFOSCI-UHFFFAOYSA-N	1	True	True	ok	False	False	False	ASVDRLYVNFOSCI-UHFFFAOYSA-N	6_methylchrysene	Holmer
CYP1A2	ASWVTGNCAZCNNR-UHFFFAOYSA-N	0	False	False	ok	False	False	True		sulphamethazine	Yamashita
CYP1A2	ATALOFNDEOCMKK-UHFFFAOYSA-N	1	True	True	ok	False	False	False	ATALOFNDEOCMKK-UHFFFAOYSA-N	aprepitant	Yamashita
CYP1A2	ATCGGEJZONJOCL-UHFFFAOYSA-N	0	False	False	ok	True	False	True		irsogladine	Yamashita
CYP1A2	ATHHXGZTWNVVOU-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ATHHXGZTWNVVOU-UHFFFAOYSA-N	methylformamide	Holmer
CYP1A2	ATQIQIBBBWQWOT-UHFFFAOYSA-N	0	True	True	ok	False	False	False	ATQIQIBBBWQWOT-UHFFFAOYSA-N	13_cis_crocin_4	Holmer
CYP1A2	ATTZFSUZZUNHBP-UHFFFAOYSA-N	0	False	False	ok	False	False	True		sulfoxide	Yamashita
CYP1A2	AUCNGVTWAHBDRJ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AUCNGVTWAHBDRJ-UHFFFAOYSA-N	7_pentoxycoumarin	Holmer
CYP1A2	AUMHDRMJJNZTPB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AUMHDRMJJNZTPB-UHFFFAOYSA-N	sulfinpyrazone	Yamashita
CYP1A2	AURFZBICLPNKBZ-UHFFFAOYSA-N	0	False	False	ok	False	False	True		allopregnanolone	Yamashita
CYP1A2	AUVVAXYIELKVAI-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AUVVAXYIELKVAI-UHFFFAOYSA-N	emetine	Yamashita
CYP1A2	AUZONCFQVSMFAP-UHFFFAOYSA-N	0	False	False	ok	True	False	True		disulfiram	Yamashita
CYP1A2	AVTXSAWPGCSYFO-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AVTXSAWPGCSYFO-UHFFFAOYSA-N	schembl13772427	Holmer
CYP1A2	AWGFYZFANDHELM-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AWGFYZFANDHELM-UHFFFAOYSA-N	Mangiferic acid	Holmer
CYP1A2	AWJUIBRHMBBTKR-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AWJUIBRHMBBTKR-UHFFFAOYSA-N	isoquinoline	Holmer
CYP1A2	AWKLBIOQCIORSB-UHFFFAOYSA-N	1	False	False	ok	False	False	True		Etamiphylline	DrugBank
CYP1A2	AXMZZGKKZDJGAZ-UHFFFAOYSA-N	0	False	False	ok	True	False	True		imrecoxib	Yamashita
CYP1A2	AXQLFFDZXPOFPO-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AXQLFFDZXPOFPO-UHFFFAOYSA-N	beta_d_galp_(1_>3)_beta_d_glcpnac_(1_>3)_beta_d_galp_(1_>4)_beta_d_glcp	Holmer
CYP1A2	AXRYRYVKAWYZBR-UHFFFAOYSA-N	0	False	False	ok	True	False	True		atazanavir	DrugBank
CYP1A2	AXVHXJQWKAFHQW-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AXVHXJQWKAFHQW-UHFFFAOYSA-N	2_6_6_trimethyl_1_4_cyclohexadiene_1_carboxaldehyde	Holmer
CYP1A2	AYKYOOPFBCOXSL-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AYKYOOPFBCOXSL-UHFFFAOYSA-N	4_hydroxybenzeneacetonitrile	Holmer
CYP1A2	AYRFRNAUOZQULA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AYRFRNAUOZQULA-UHFFFAOYSA-N	thelephoric_acid	Holmer
CYP1A2	AYUIKFTXLXFFLE-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AYUIKFTXLXFFLE-UHFFFAOYSA-N	purpurenin	Holmer
CYP1A2	AYXPYQRXGNDJFU-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AYXPYQRXGNDJFU-UHFFFAOYSA-N	ft_0675832	Holmer
CYP1A2	AZFBLLCNOQPJGJ-UHFFFAOYSA-N	0	True	False	tautomer_MaxTransformsReached	False	True	False		rifabutin	Yamashita
CYP1A2	AZHGTTHAUVPRFY-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AZHGTTHAUVPRFY-UHFFFAOYSA-N	n_isobutyl_2_4_8_10_12_tetradecapentaenamide	Holmer
CYP1A2	AZPCZHMEQBFZQM-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AZPCZHMEQBFZQM-UHFFFAOYSA-N	6_hydroxy_8_hexacosanone	Holmer
CYP1A2	AZQWKYJCGOJGHM-UHFFFAOYSA-N	0	False	False	ok	True	False	True		quinone	Yamashita
CYP1A2	AZSNMRSAGSSBNP-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AZSNMRSAGSSBNP-UHFFFAOYSA-N	ivermectin	Holmer
CYP1A2	AZTMWIPCEFFOJD-UHFFFAOYSA-N	0	True	True	ok	False	False	False	AZTMWIPCEFFOJD-UHFFFAOYSA-N	(s)_7_hydroxytetrahydroharman	Holmer
CYP1A2	BAINIUMDFURPJM-UHFFFAOYSA-N	1	False	False	ok	True	False	True		oxatomide	DrugBank
CYP1A2	BAVONGHXFVOKBV-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BAVONGHXFVOKBV-UHFFFAOYSA-N	(+)_cis_carveol	Holmer
CYP1A2	BBBXWRGITSUJPB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BBBXWRGITSUJPB-UHFFFAOYSA-N	glutamyllysine	Holmer
CYP1A2	BBDKZWKEPDTENS-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BBDKZWKEPDTENS-UHFFFAOYSA-N	4_vinylcyclohexene	Holmer
CYP1A2	BBEAQIROQSPTKN-UHFFFAOYSA-N	1	False	False	ok	False	False	True		PYRENE	Yamashita
CYP1A2	BBFQZRXNYIEMAW-UHFFFAOYSA-N	1	False	False	ok	True	False	True		ARISTOLOCHIC ACID	CYP Knowledgebase
CYP1A2	BBIXOODYWPFNDT-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BBIXOODYWPFNDT-UHFFFAOYSA-N	Isoleucylproline	Holmer
CYP1A2	BBJQPKLGPMQWBU-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BBJQPKLGPMQWBU-UHFFFAOYSA-N	ce(16:0)	Holmer
CYP1A2	BBJRTSLPWQUASB-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BBJRTSLPWQUASB-UHFFFAOYSA-N	leukotriene_b4_dimethylamide	Holmer
CYP1A2	BBMCNYFBAIUERL-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BBMCNYFBAIUERL-UHFFFAOYSA-N	1_1_dimethoxyheptane	Holmer
CYP1A2	BCEHBSKCWLPMDN-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BCEHBSKCWLPMDN-UHFFFAOYSA-N	voriconazole	Yamashita
CYP1A2	BCFGMOOMADDAQU-UHFFFAOYSA-N	0	False	False	ok	True	False	True		lapatinib	Yamashita
CYP1A2	BCGWQEUPMDMJNV-UHFFFAOYSA-N	1	True	True	ok	False	False	False	BCGWQEUPMDMJNV-UHFFFAOYSA-N	imipramine	DrugBank
CYP1A2	BCMYNNIPTQUKAC-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BCMYNNIPTQUKAC-UHFFFAOYSA-N	ethyl_3_octenoate	Holmer
CYP1A2	BCQZXOMGPXTTIC-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BCQZXOMGPXTTIC-UHFFFAOYSA-N	halothane	Yamashita
CYP1A2	BDCDNTVZSILEOY-UHFFFAOYSA-N	0	True	False	tautomer_MaxTransformsReached	False	True	False		quercetin_3_o_alpha_d_arabinofuranoside	Holmer
CYP1A2	BDIZCZITXGMZCF-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BDIZCZITXGMZCF-UHFFFAOYSA-N	hebevinoside_xi	Holmer
CYP1A2	BDOGTORASJEUBW-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BDOGTORASJEUBW-UHFFFAOYSA-N	7_butoxycoumarin	Holmer
CYP1A2	BEFYGZGLHDYVIF-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BEFYGZGLHDYVIF-UHFFFAOYSA-N	(3beta,22E,24R)-5,8-Epidioxy-23-methylergosta-6,22-dien-3-ol	Holmer
CYP1A2	BFPAVSSBPLQXJZ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BFPAVSSBPLQXJZ-UHFFFAOYSA-N	d8_isopimaric_acid	Holmer
CYP1A2	BFPYWIDHMRZLRN-UHFFFAOYSA-N	1	True	True	ok	False	False	False	BFPYWIDHMRZLRN-UHFFFAOYSA-N	ethinylestradiol	DrugBank
CYP1A2	BFVREXFWNFMMSF-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BFVREXFWNFMMSF-UHFFFAOYSA-N	gravacridonetriol_glucoside	Holmer
CYP1A2	BGEBZHIAGXMEMV-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BGEBZHIAGXMEMV-UHFFFAOYSA-N	5_mop	DrugBank
CYP1A2	BGIBNWZALWRTHR-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BGIBNWZALWRTHR-UHFFFAOYSA-N	11_oxo_delta8_tetrahydrocannabinol	Holmer
CYP1A2	BGWZSZYIGVZLMM-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BGWZSZYIGVZLMM-UHFFFAOYSA-N	arabinonic_acid	Holmer
CYP1A2	BGZUIZSBNOBPKP-UHFFFAOYSA-N	1	True	True	ok	False	False	False	BGZUIZSBNOBPKP-UHFFFAOYSA-N	Aminoflavone-N5-hydroxyl	Holmer
CYP1A2	BHQCQFFYRZLCQQ-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BHQCQFFYRZLCQQ-UHFFFAOYSA-N	cholic_acid	DrugBank
CYP1A2	BHSYMWWMVRPCPA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BHSYMWWMVRPCPA-UHFFFAOYSA-N	dynorphin_a_(6_8)	Holmer
CYP1A2	BHTRKEVKTKCXOH-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BHTRKEVKTKCXOH-UHFFFAOYSA-N	taurochenodeoxycholic_acid	Holmer
CYP1A2	BHZCGCMWEVHUBA-UHFFFAOYSA-N	0	True	True	ok	False	False	False	BHZCGCMWEVHUBA-UHFFFAOYSA-N	mifepristone	DrugBank
CYP1A2	BIDNLKIUORFRQP-UHFFFAOYSA-N	0	False	False	ok	True	False	True		Fosinopril	CYP Knowledgebase
